mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,seasons,date,won
240.0,240.0,31.0,75.0,0.413,8.0,28.0,0.286,17.0,19.0,0.895,7.0,37.0,44.0,17.0,1.0,6.0,18.0,23.0,87.0,,,0.522,0.467,0.373,0.253,17.1,78.7,50.0,54.8,1.1,12.5,17.8,100.0,92.5,97.8,,,8.0,20.0,1.0,4.0,9.0,1.0,5.0,6.0,1.0,2.0,9.0,11.0,6.0,1.0,2.0,5.0,6.0,20.0,11.9,6.0,1.5,1.5,1.0,0.667,6.6,35.2,21.5,28.7,2.7,10.3,26.7,31.0,300.0,102.0,TOR,87.0,1.0,0.0,240.0,240.0,35.0,86.0,0.407,9.0,38.0,0.237,13.0,23.0,0.565,10.0,34.0,44.0,19.0,12.0,5.0,12.0,16.0,92.0,,,0.479,0.459,0.442,0.267,21.3,82.9,50.0,54.3,12.8,10.6,11.1,100.0,97.8,92.5,,,10.0,23.0,1.0,4.0,10.0,0.5,7.0,10.0,0.7,3.0,12.0,12.0,7.0,4.0,2.0,3.0,6.0,29.0,21.7,14.0,1.0,1.0,1.0,0.435,29.0,31.9,18.7,30.3,7.3,8.7,53.2,31.3,141.0,105.0,BOS,92.0,0.0,2020.0,2020-09-11,False
240.0,240.0,39.0,74.0,0.527,19.0,37.0,0.514,22.0,29.0,0.759,6.0,44.0,50.0,25.0,5.0,7.0,20.0,24.0,119.0,,,0.686,0.655,0.5,0.392,21.4,83.0,61.7,64.1,5.1,17.5,18.7,100.0,120.2,97.0,,,9.0,18.0,0.857,4.0,8.0,1.0,8.0,10.0,1.0,2.0,9.0,11.0,7.0,2.0,2.0,6.0,5.0,29.0,26.1,35.0,1.143,1.143,1.0,0.667,11.1,100.0,65.4,43.7,3.2,44.2,34.0,38.9,161.0,107.0,LAL,119.0,1.0,0.0,240.0,240.0,33.0,89.0,0.371,13.0,49.0,0.265,17.0,24.0,0.708,9.0,22.0,31.0,18.0,6.0,3.0,12.0,26.0,96.0,,,0.482,0.444,0.551,0.27,17.0,78.6,38.3,54.5,6.1,8.1,10.8,100.0,97.0,120.2,,,12.0,20.0,0.6,3.0,9.0,0.4,6.0,6.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,6.0,5.0,30.0,21.4,7.0,0.689,0.65,1.0,0.857,20.1,76.2,26.3,32.3,4.5,10.5,21.6,56.2,121.0,126.0,HOU,96.0,0.0,2020.0,2020-09-12,True
240.0,240.0,40.0,74.0,0.541,12.0,25.0,0.48,19.0,27.0,0.704,6.0,35.0,41.0,26.0,8.0,3.0,15.0,18.0,111.0,,,0.646,0.622,0.338,0.365,17.6,79.5,52.6,65.0,8.5,5.9,14.9,100.0,118.0,104.2,,,13.0,22.0,0.75,4.0,6.0,0.667,4.0,6.0,1.0,2.0,12.0,14.0,7.0,4.0,1.0,5.0,4.0,34.0,29.2,14.0,0.875,0.875,0.857,1.333,13.3,33.0,21.7,43.0,4.9,4.7,50.0,56.5,171.0,116.0,DEN,111.0,1.0,0.0,240.0,240.0,32.0,78.0,0.41,10.0,27.0,0.37,24.0,27.0,0.889,9.0,28.0,37.0,20.0,10.0,4.0,16.0,22.0,98.0,,,0.545,0.474,0.346,0.346,20.5,82.4,47.4,62.5,10.6,8.2,15.1,100.0,104.2,118.0,,,9.0,21.0,0.625,4.0,9.0,0.6,11.0,11.0,1.0,4.0,8.0,12.0,5.0,5.0,2.0,3.0,6.0,33.0,27.3,11.0,0.688,0.688,1.0,0.667,14.6,100.0,76.9,37.2,6.7,6.6,50.0,34.3,143.0,129.0,LAC,98.0,0.0,2020.0,2020-09-13,True
240.0,240.0,34.0,90.0,0.378,9.0,35.0,0.257,12.0,16.0,0.75,12.0,25.0,37.0,21.0,8.0,3.0,10.0,20.0,89.0,,,0.459,0.428,0.389,0.178,22.2,69.4,41.1,61.8,8.7,7.5,9.3,100.0,96.9,113.2,,,7.0,22.0,1.0,2.0,11.0,1.0,6.0,9.0,1.0,3.0,6.0,6.0,6.0,3.0,1.0,5.0,4.0,20.0,16.7,5.0,1.5,1.5,1.0,0.9,12.4,95.2,38.1,100.0,5.2,4.0,23.3,26.1,300.0,123.0,LAC,89.0,1.0,0.0,240.0,240.0,38.0,77.0,0.494,13.0,37.0,0.351,15.0,16.0,0.938,11.0,42.0,53.0,22.0,4.0,5.0,20.0,20.0,104.0,,,0.619,0.578,0.481,0.208,30.6,77.8,58.9,57.9,4.4,9.1,19.2,100.0,113.2,96.9,,,15.0,26.0,0.667,6.0,13.0,1.0,6.0,6.0,1.0,3.0,19.0,22.0,13.0,2.0,3.0,5.0,4.0,40.0,28.1,22.0,0.833,0.833,1.0,1.0,14.0,42.5,29.6,49.2,2.6,6.6,69.4,33.8,128.0,106.0,DEN,104.0,0.0,2020.0,2020-09-15,False
240.0,240.0,36.0,72.0,0.5,10.0,28.0,0.357,19.0,24.0,0.792,6.0,35.0,41.0,19.0,5.0,3.0,20.0,22.0,101.0,,,0.612,0.569,0.389,0.333,18.2,76.1,51.9,52.8,5.3,6.4,19.5,100.0,107.2,112.5,,,9.0,19.0,1.0,4.0,11.0,0.667,9.0,11.0,1.0,3.0,8.0,8.0,4.0,2.0,1.0,5.0,4.0,23.0,15.8,9.0,1.014,1.0,1.0,0.917,13.5,48.3,33.8,98.8,3.0,3.0,100.0,34.4,228.0,123.0,BOS,101.0,1.0,0.0,240.0,240.0,40.0,90.0,0.444,14.0,43.0,0.326,12.0,14.0,0.857,11.0,27.0,38.0,27.0,11.0,2.0,11.0,19.0,106.0,,,0.551,0.522,0.478,0.156,23.9,81.8,48.1,67.5,11.7,4.5,10.3,100.0,112.5,107.2,,,10.0,19.0,0.625,6.0,12.0,0.5,6.0,6.0,1.0,4.0,7.0,10.0,5.0,4.0,1.0,3.0,5.0,25.0,19.5,12.0,0.75,0.75,1.0,0.545,13.0,54.2,22.6,44.7,6.1,3.4,18.9,29.2,235.0,117.0,MIA,106.0,0.0,2020.0,2020-09-17,False
240.0,240.0,44.0,83.0,0.53,11.0,26.0,0.423,27.0,37.0,0.73,10.0,24.0,34.0,33.0,10.0,6.0,12.0,28.0,126.0,,,0.635,0.596,0.313,0.446,26.3,72.7,47.9,75.0,10.2,10.5,10.8,100.0,128.1,115.9,,,12.0,21.0,0.8,3.0,5.0,1.0,12.0,15.0,1.0,3.0,7.0,10.0,12.0,2.0,2.0,3.0,4.0,37.0,28.7,20.0,1.125,1.125,1.0,1.667,11.6,35.2,20.6,53.8,11.9,10.2,66.7,40.6,203.0,126.0,LAL,126.0,1.0,0.0,240.0,240.0,41.0,83.0,0.494,9.0,26.0,0.346,23.0,28.0,0.821,9.0,28.0,37.0,23.0,3.0,2.0,16.0,26.0,114.0,,,0.598,0.548,0.313,0.337,27.3,73.7,52.1,56.1,3.0,3.5,14.4,100.0,115.9,128.1,,,8.0,14.0,1.0,3.0,6.0,1.0,7.0,8.0,1.0,4.0,9.0,10.0,5.0,1.0,1.0,4.0,5.0,21.0,14.6,13.0,1.333,1.333,0.667,0.889,22.9,39.2,23.3,28.2,2.4,4.0,28.6,35.8,267.0,134.0,DEN,114.0,0.0,2020.0,2020-09-18,True
240.0,240.0,33.0,85.0,0.388,12.0,44.0,0.273,28.0,34.0,0.824,12.0,30.0,42.0,21.0,5.0,8.0,13.0,24.0,106.0,,,0.53,0.459,0.518,0.4,23.1,75.0,45.7,63.6,5.1,13.6,11.5,100.0,107.1,118.2,,,10.0,18.0,0.714,4.0,12.0,0.5,7.0,9.0,1.0,4.0,12.0,16.0,5.0,3.0,2.0,5.0,5.0,27.0,27.3,4.0,0.752,0.75,1.0,0.7,11.4,38.1,22.1,28.5,3.8,6.4,27.7,27.1,150.0,126.0,MIA,106.0,1.0,0.0,240.0,240.0,41.0,85.0,0.482,9.0,26.0,0.346,26.0,30.0,0.867,10.0,40.0,50.0,27.0,8.0,3.0,14.0,29.0,117.0,,,0.596,0.535,0.306,0.353,25.0,76.9,54.3,65.9,8.1,7.3,12.5,100.0,118.2,107.1,,,11.0,20.0,0.647,4.0,8.0,0.5,10.0,10.0,1.0,4.0,13.0,14.0,8.0,3.0,1.0,4.0,5.0,26.0,24.2,23.0,0.694,0.676,1.0,2.0,41.6,32.0,36.2,30.7,5.3,4.8,51.5,36.2,141.0,114.0,BOS,117.0,0.0,2020.0,2020-09-19,False
240.0,240.0,37.0,83.0,0.446,13.0,36.0,0.361,18.0,19.0,0.947,13.0,31.0,44.0,23.0,9.0,7.0,24.0,30.0,105.0,,,0.575,0.524,0.434,0.229,35.1,81.6,58.7,62.2,9.1,14.0,20.8,100.0,106.2,104.1,,,11.0,23.0,1.0,3.0,10.0,0.6,7.0,7.0,1.0,3.0,9.0,11.0,9.0,3.0,2.0,6.0,5.0,31.0,24.0,10.0,1.042,1.0,0.833,1.0,33.1,31.2,27.2,59.0,5.2,5.3,100.0,32.0,219.0,114.0,LAL,105.0,1.0,0.0,240.0,240.0,35.0,74.0,0.473,8.0,24.0,0.333,25.0,33.0,0.758,7.0,24.0,31.0,22.0,12.0,4.0,21.0,22.0,103.0,,,0.582,0.527,0.324,0.446,18.4,64.9,41.3,62.9,12.1,8.5,19.2,100.0,104.1,106.2,,,9.0,20.0,0.75,2.0,9.0,1.0,11.0,12.0,1.0,3.0,6.0,8.0,9.0,4.0,2.0,5.0,5.0,30.0,28.1,16.0,0.922,0.875,0.5,2.5,13.5,23.1,18.2,68.5,6.0,7.2,42.9,31.5,139.0,120.0,DEN,103.0,0.0,2020.0,2020-09-20,True
240.0,240.0,40.0,73.0,0.548,11.0,29.0,0.379,23.0,29.0,0.793,9.0,35.0,44.0,26.0,8.0,2.0,20.0,21.0,114.0,,,0.665,0.623,0.397,0.397,30.0,89.7,63.8,65.0,8.1,3.5,18.9,100.0,115.5,107.4,,,10.0,17.0,0.714,4.0,8.0,0.5,10.0,12.0,1.0,3.0,7.0,10.0,12.0,2.0,1.0,5.0,4.0,28.0,28.1,11.0,0.888,0.857,0.571,1.091,34.9,39.7,30.4,45.4,4.5,2.7,50.0,25.7,181.0,113.0,DEN,114.0,1.0,0.0,240.0,240.0,43.0,83.0,0.518,6.0,26.0,0.231,14.0,22.0,0.636,4.0,21.0,25.0,27.0,11.0,3.0,16.0,26.0,106.0,,,0.572,0.554,0.313,0.265,10.3,70.0,36.2,62.8,11.1,6.8,14.7,100.0,107.4,115.5,,,14.0,23.0,1.0,2.0,5.0,1.0,9.0,10.0,0.9,1.0,9.0,10.0,11.0,3.0,2.0,6.0,4.0,30.0,27.2,4.0,0.82,1.0,0.75,0.588,8.7,38.7,18.7,56.8,6.1,7.8,26.1,35.4,147.0,127.0,LAL,106.0,0.0,2020.0,2020-09-22,True
240.0,240.0,39.0,91.0,0.429,10.0,37.0,0.27,24.0,27.0,0.889,10.0,30.0,40.0,20.0,9.0,2.0,8.0,20.0,112.0,,,0.544,0.484,0.407,0.297,22.7,71.4,46.5,51.3,9.3,4.8,7.2,100.0,115.8,112.7,,,14.0,21.0,0.667,5.0,10.0,0.5,8.0,9.0,1.0,4.0,9.0,12.0,4.0,3.0,1.0,3.0,4.0,37.0,30.4,11.0,0.813,0.786,1.0,0.727,11.3,25.1,16.4,20.0,5.5,3.7,20.0,28.8,156.0,121.0,MIA,112.0,1.0,0.0,240.0,240.0,39.0,82.0,0.476,14.0,40.0,0.35,17.0,21.0,0.81,12.0,34.0,46.0,28.0,3.0,5.0,19.0,24.0,109.0,,,0.597,0.561,0.488,0.256,28.6,77.3,53.5,71.8,3.1,9.3,17.2,100.0,112.7,115.8,,,10.0,22.0,1.0,4.0,11.0,0.571,5.0,6.0,1.0,4.0,9.0,9.0,11.0,1.0,3.0,6.0,6.0,28.0,17.6,10.0,1.0,1.0,0.667,0.444,37.9,27.2,18.5,41.8,4.1,6.8,50.0,32.8,143.0,124.0,BOS,109.0,0.0,2020.0,2020-09-23,True
240.0,240.0,39.0,77.0,0.506,10.0,28.0,0.357,20.0,23.0,0.87,6.0,27.0,33.0,22.0,4.0,3.0,11.0,28.0,108.0,,,0.62,0.571,0.364,0.299,17.1,69.2,44.6,56.4,4.4,6.0,11.2,100.0,119.1,125.7,,,12.0,20.0,0.625,3.0,6.0,0.667,8.0,8.0,1.0,3.0,8.0,8.0,8.0,2.0,2.0,4.0,5.0,32.0,26.0,8.0,0.813,0.813,0.75,1.0,11.5,48.0,25.3,32.4,3.0,9.8,43.6,29.8,151.0,135.0,DEN,108.0,1.0,0.0,240.0,240.0,38.0,80.0,0.475,10.0,30.0,0.333,28.0,35.0,0.8,12.0,29.0,41.0,23.0,9.0,2.0,11.0,25.0,114.0,,,0.597,0.538,0.375,0.438,30.8,82.9,55.4,60.5,9.9,4.1,10.3,100.0,125.7,119.1,,,10.0,18.0,0.833,3.0,9.0,1.0,13.0,14.0,0.929,6.0,8.0,11.0,8.0,3.0,1.0,3.0,6.0,34.0,30.3,12.0,0.82,0.833,0.75,0.933,32.7,31.4,31.5,53.5,6.1,4.9,50.0,29.8,183.0,126.0,LAL,114.0,0.0,2020.0,2020-09-24,False
240.0,240.0,42.0,93.0,0.452,12.0,38.0,0.316,25.0,29.0,0.862,13.0,37.0,50.0,29.0,7.0,4.0,11.0,23.0,121.0,,,0.572,0.516,0.409,0.312,28.9,86.0,56.8,69.0,6.9,8.0,9.4,100.0,119.0,106.2,,,12.0,23.0,1.0,4.0,10.0,0.5,12.0,14.0,1.0,5.0,8.0,13.0,8.0,4.0,3.0,4.0,5.0,31.0,23.8,21.0,1.0,1.0,1.0,0.636,21.0,25.7,21.5,40.9,4.7,8.3,16.8,28.6,208.0,111.0,BOS,121.0,1.0,0.0,240.0,240.0,39.0,86.0,0.453,7.0,36.0,0.194,23.0,29.0,0.793,6.0,32.0,38.0,27.0,3.0,5.0,13.0,29.0,108.0,,,0.547,0.494,0.419,0.337,14.0,71.1,43.2,69.2,2.9,9.1,11.6,100.0,106.2,119.0,,,8.0,17.0,0.667,3.0,11.0,0.5,7.0,8.0,0.875,2.0,7.0,8.0,8.0,1.0,2.0,4.0,6.0,23.0,16.8,2.0,0.833,0.833,0.733,0.727,15.0,28.6,21.9,33.0,1.3,9.0,17.1,33.5,217.0,127.0,MIA,108.0,0.0,2020.0,2020-09-25,True
240.0,240.0,42.0,77.0,0.545,9.0,24.0,0.375,24.0,29.0,0.828,5.0,38.0,43.0,24.0,6.0,8.0,14.0,26.0,117.0,,,0.652,0.604,0.312,0.377,15.6,80.9,54.4,57.1,6.1,13.3,13.5,100.0,118.5,108.4,,,15.0,25.0,0.75,2.0,4.0,0.5,9.0,9.0,1.0,3.0,13.0,16.0,10.0,2.0,2.0,3.0,5.0,38.0,37.3,16.0,0.8,0.8,1.0,1.5,11.2,45.4,27.0,50.0,3.7,5.7,50.0,41.5,144.0,113.0,LAL,117.0,1.0,0.0,240.0,240.0,38.0,90.0,0.422,8.0,30.0,0.267,23.0,26.0,0.885,9.0,27.0,36.0,23.0,5.0,2.0,11.0,25.0,107.0,,,0.527,0.467,0.333,0.289,19.1,84.4,45.6,60.5,5.1,3.8,9.8,100.0,108.4,118.5,,,9.0,18.0,0.667,2.0,8.0,1.0,10.0,11.0,1.0,4.0,9.0,9.0,8.0,3.0,1.0,5.0,5.0,20.0,18.8,4.0,0.833,0.833,0.75,1.375,22.6,29.6,16.8,38.5,4.9,12.1,42.9,24.9,148.0,124.0,DEN,107.0,0.0,2020.0,2020-09-26,True
240.0,240.0,45.0,80.0,0.563,13.0,27.0,0.481,22.0,26.0,0.846,2.0,38.0,40.0,30.0,6.0,2.0,12.0,13.0,125.0,,,0.684,0.644,0.338,0.325,6.5,74.5,48.8,66.7,6.0,3.8,11.6,100.0,125.2,113.2,,,11.0,19.0,1.0,5.0,7.0,1.0,10.0,11.0,1.0,1.0,13.0,14.0,8.0,2.0,2.0,5.0,3.0,32.0,31.4,24.0,1.276,1.4,0.875,0.733,4.6,31.0,20.8,28.6,3.5,6.1,26.5,27.4,239.0,118.0,MIA,125.0,1.0,0.0,240.0,240.0,43.0,99.0,0.434,15.0,46.0,0.326,12.0,15.0,0.8,13.0,29.0,42.0,26.0,7.0,2.0,10.0,21.0,113.0,,,0.535,0.51,0.465,0.152,25.5,93.5,51.2,60.5,7.0,3.8,8.7,100.0,113.2,125.2,,,10.0,26.0,1.0,4.0,13.0,0.429,3.0,4.0,1.0,4.0,6.0,8.0,11.0,3.0,1.0,2.0,6.0,26.0,25.1,4.0,1.0,1.0,1.0,1.0,24.8,44.5,30.9,36.3,3.6,8.7,50.0,28.1,211.0,130.0,BOS,113.0,0.0,2020.0,2020-09-27,True
240.0,240.0,38.0,84.0,0.452,15.0,38.0,0.395,25.0,27.0,0.926,9.0,45.0,54.0,26.0,7.0,8.0,12.0,19.0,116.0,,,0.605,0.542,0.452,0.321,22.5,90.0,60.0,68.4,7.3,14.8,11.1,100.0,120.3,101.6,,,11.0,21.0,1.0,3.0,8.0,1.0,10.0,10.0,1.0,3.0,12.0,13.0,9.0,2.0,3.0,2.0,3.0,34.0,31.8,23.0,1.5,1.5,1.0,0.5,10.9,45.1,28.6,45.4,3.4,64.3,53.2,32.2,300.0,110.0,LAL,116.0,1.0,0.0,240.0,240.0,38.0,89.0,0.427,11.0,35.0,0.314,11.0,14.0,0.786,5.0,31.0,36.0,23.0,4.0,5.0,8.0,15.0,98.0,,,0.515,0.489,0.393,0.157,10.0,77.5,40.0,60.5,4.1,10.9,7.8,100.0,101.6,120.3,,,8.0,18.0,0.727,4.0,8.0,0.571,5.0,6.0,1.0,2.0,5.0,5.0,6.0,2.0,2.0,2.0,3.0,23.0,21.2,14.0,0.818,0.818,1.0,0.75,9.1,33.2,14.8,35.1,6.7,11.6,33.3,31.4,155.0,125.0,MIA,98.0,0.0,2020.0,2020-09-30,True
240.0,240.0,49.0,97.0,0.505,16.0,47.0,0.34,10.0,17.0,0.588,16.0,28.0,44.0,32.0,6.0,3.0,9.0,26.0,124.0,,,0.593,0.588,0.485,0.175,34.0,82.4,54.3,65.3,6.5,6.8,7.9,100.0,135.3,124.4,,,15.0,25.0,1.0,3.0,11.0,1.0,3.0,5.0,1.0,8.0,7.0,14.0,10.0,2.0,2.0,3.0,4.0,33.0,30.6,14.0,0.783,1.0,1.0,1.0,20.7,35.5,21.0,46.4,4.8,12.7,28.6,29.4,163.0,133.0,LAL,124.0,1.0,0.0,240.0,240.0,36.0,71.0,0.507,11.0,27.0,0.407,31.0,34.0,0.912,6.0,31.0,37.0,29.0,2.0,1.0,10.0,23.0,114.0,,,0.663,0.585,0.38,0.479,17.6,66.0,45.7,80.6,2.2,2.0,10.4,100.0,124.4,135.3,,,9.0,17.0,1.0,3.0,7.0,1.0,11.0,12.0,1.0,3.0,8.0,9.0,13.0,1.0,1.0,3.0,5.0,25.0,25.4,1.0,1.167,1.167,1.0,0.857,9.5,25.1,14.6,49.0,2.4,3.3,17.2,28.6,232.0,141.0,MIA,114.0,0.0,2020.0,2020-10-02,True
240.0,240.0,41.0,80.0,0.513,12.0,34.0,0.353,21.0,23.0,0.913,3.0,34.0,37.0,25.0,8.0,3.0,13.0,23.0,115.0,,,0.638,0.588,0.425,0.288,8.6,75.6,46.3,61.0,8.1,8.1,12.6,100.0,116.5,105.3,,,14.0,20.0,1.0,3.0,10.0,1.0,12.0,14.0,1.0,1.0,10.0,11.0,13.0,2.0,2.0,5.0,5.0,40.0,42.0,27.0,1.5,1.5,1.0,0.7,8.1,23.8,14.7,53.5,3.9,5.8,57.1,32.7,300.0,116.0,MIA,115.0,1.0,0.0,240.0,240.0,34.0,79.0,0.43,14.0,42.0,0.333,22.0,29.0,0.759,11.0,32.0,43.0,23.0,8.0,2.0,20.0,22.0,104.0,,,0.567,0.519,0.532,0.367,24.4,91.4,53.8,67.6,8.1,4.3,17.9,100.0,105.3,116.5,,,9.0,16.0,1.0,5.0,11.0,0.5,6.0,9.0,1.0,2.0,9.0,10.0,8.0,2.0,2.0,8.0,4.0,25.0,17.8,10.0,1.0,1.0,1.0,1.5,14.7,31.5,17.2,42.6,9.0,5.3,33.6,30.9,148.0,123.0,LAL,104.0,0.0,2020.0,2020-10-04,True
240.0,240.0,32.0,75.0,0.427,11.0,32.0,0.344,21.0,26.0,0.808,7.0,32.0,39.0,18.0,8.0,3.0,15.0,21.0,96.0,,,0.555,0.5,0.427,0.347,17.9,76.2,48.1,56.3,8.7,7.5,14.8,100.0,104.7,111.3,,,8.0,18.0,0.75,3.0,7.0,1.0,6.0,7.0,1.0,3.0,7.0,10.0,9.0,3.0,1.0,3.0,5.0,22.0,23.7,5.0,0.882,0.786,1.0,0.857,8.5,19.8,13.6,42.9,3.7,3.7,22.7,30.0,165.0,118.0,MIA,96.0,1.0,0.0,240.0,240.0,35.0,79.0,0.443,14.0,39.0,0.359,18.0,21.0,0.857,10.0,32.0,42.0,25.0,5.0,4.0,15.0,14.0,102.0,,,0.578,0.532,0.494,0.266,23.8,82.1,51.9,71.4,5.5,9.3,14.5,100.0,111.3,104.7,,,8.0,16.0,0.6,3.0,8.0,0.5,10.0,12.0,1.0,2.0,10.0,12.0,8.0,2.0,4.0,6.0,2.0,28.0,23.4,17.0,0.7,0.7,0.875,0.75,14.6,31.9,18.4,39.7,5.1,10.8,66.7,32.8,128.0,116.0,LAL,102.0,0.0,2020.0,2020-10-06,False
240.0,240.0,38.0,82.0,0.463,14.0,38.0,0.368,18.0,21.0,0.857,12.0,29.0,41.0,21.0,10.0,5.0,15.0,21.0,108.0,,,0.592,0.549,0.463,0.256,31.6,76.3,53.9,55.3,10.9,10.0,14.1,100.0,117.4,120.7,,,15.0,21.0,0.714,6.0,9.0,0.667,8.0,8.0,1.0,3.0,10.0,13.0,7.0,3.0,3.0,4.0,4.0,40.0,39.1,12.0,0.846,0.857,1.0,2.0,16.4,30.2,19.6,38.6,5.7,6.8,60.0,29.8,152.0,131.0,LAL,108.0,1.0,0.0,240.0,240.0,38.0,83.0,0.458,14.0,33.0,0.424,21.0,22.0,0.955,9.0,26.0,35.0,26.0,7.0,3.0,13.0,19.0,111.0,,,0.599,0.542,0.398,0.265,23.7,68.4,46.1,68.4,7.6,6.8,12.3,100.0,120.7,117.4,,,11.0,19.0,0.579,7.0,13.0,0.667,12.0,12.0,1.0,5.0,7.0,12.0,11.0,5.0,1.0,3.0,5.0,35.0,41.3,7.0,0.797,0.767,0.867,0.632,13.4,38.3,19.2,41.7,5.5,5.5,33.3,26.3,151.0,126.0,MIA,111.0,0.0,2020.0,2020-10-09,False
240.0,240.0,35.0,79.0,0.443,10.0,28.0,0.357,13.0,22.0,0.591,9.0,32.0,41.0,25.0,4.0,4.0,15.0,18.0,93.0,,,0.524,0.506,0.354,0.278,20.9,72.7,47.1,71.4,4.3,7.4,14.5,100.0,98.9,112.7,,,10.0,15.0,1.0,3.0,7.0,1.0,5.0,9.0,1.0,3.0,9.0,10.0,8.0,1.0,2.0,4.0,4.0,25.0,22.4,19.0,1.25,1.25,1.0,0.778,22.5,29.4,26.0,29.1,21.0,6.0,28.6,38.0,247.0,122.0,MIA,93.0,1.0,0.0,240.0,240.0,43.0,89.0,0.483,11.0,35.0,0.314,9.0,14.0,0.643,12.0,34.0,46.0,23.0,5.0,4.0,14.0,22.0,106.0,,,0.557,0.545,0.393,0.157,27.3,79.1,52.9,53.5,5.3,7.8,12.8,100.0,112.7,98.9,,,13.0,20.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,4.0,11.0,15.0,10.0,1.0,2.0,4.0,5.0,28.0,29.2,20.0,1.5,1.5,1.0,0.412,12.4,35.0,23.6,41.8,1.7,5.4,26.7,40.7,300.0,110.0,LAL,106.0,0.0,2020.0,2020-10-11,False
240.0,240.0,38.0,81.0,0.469,9.0,29.0,0.31,24.0,31.0,0.774,8.0,37.0,45.0,22.0,4.0,2.0,19.0,20.0,109.0,,,0.576,0.525,0.358,0.383,21.6,77.1,52.9,57.9,3.9,3.8,16.7,100.0,105.3,112.1,,,8.0,17.0,1.0,3.0,8.0,0.5,5.0,7.0,1.0,4.0,11.0,12.0,8.0,2.0,1.0,4.0,5.0,22.0,19.7,14.0,1.042,1.0,1.0,1.0,16.1,39.6,24.4,47.0,4.3,3.9,100.0,35.9,166.0,118.0,LAL,109.0,1.0,0.0,240.0,240.0,44.0,93.0,0.473,14.0,40.0,0.35,14.0,19.0,0.737,11.0,29.0,40.0,22.0,10.0,3.0,16.0,29.0,116.0,,,0.572,0.548,0.43,0.204,22.9,78.4,47.1,50.0,9.7,5.8,13.6,100.0,112.1,105.3,,,13.0,26.0,0.8,5.0,8.0,0.667,5.0,5.0,1.0,4.0,6.0,6.0,6.0,2.0,1.0,5.0,5.0,33.0,24.3,17.0,0.874,0.861,0.8,0.8,18.1,38.7,16.9,24.2,4.7,4.5,20.9,40.2,154.0,114.0,LAC,116.0,0.0,2021.0,2020-12-22,False
240.0,240.0,38.0,89.0,0.427,14.0,46.0,0.304,9.0,12.0,0.75,7.0,28.0,35.0,26.0,10.0,5.0,21.0,22.0,99.0,,,0.525,0.506,0.517,0.135,15.9,77.8,43.8,68.4,9.4,13.2,18.2,100.0,93.4,106.6,,,8.0,17.0,0.75,4.0,9.0,0.6,7.0,8.0,0.875,2.0,8.0,9.0,10.0,3.0,2.0,6.0,4.0,20.0,12.5,4.0,0.75,0.75,1.0,0.727,14.8,38.0,20.3,42.5,4.7,23.0,100.0,33.2,157.0,118.0,TOR,99.0,1.0,0.0,240.0,240.0,42.0,80.0,0.525,19.0,42.0,0.452,10.0,20.0,0.5,8.0,37.0,45.0,30.0,13.0,7.0,27.0,17.0,113.0,,,0.636,0.644,0.525,0.25,22.2,84.1,56.3,71.4,12.3,16.3,23.3,100.0,106.6,93.4,,,10.0,19.0,0.778,6.0,11.0,0.545,4.0,6.0,1.0,4.0,9.0,10.0,11.0,4.0,2.0,6.0,4.0,24.0,24.6,17.0,0.796,0.786,1.0,0.667,18.0,28.1,20.3,48.5,6.0,7.8,100.0,32.9,160.0,106.0,NOP,113.0,0.0,2021.0,2020-12-23,False
