mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,seasons,date,won
240.0,240.0,43.0,84.0,0.512,17.0,37.0,0.459,20.0,30.0,0.667,9.0,31.0,40.0,26.0,13.0,6.0,10.0,27.0,123.0,,,0.633,0.613,0.44,0.357,20.9,75.6,47.6,60.5,13.4,13.3,9.3,100.0,126.8,108.3,,,10.0,18.0,0.909,6.0,8.0,0.75,12.0,13.0,0.923,3.0,7.0,10.0,8.0,3.0,2.0,2.0,5.0,29.0,29.5,25.0,0.951,1.0,1.0,1.444,18.9,44.7,31.1,38.1,10.6,11.6,100.0,33.9,180.0,118.0,WAS,123.0,1.0,0.0,240.0,240.0,33.0,73.0,0.452,10.0,28.0,0.357,29.0,39.0,0.744,10.0,34.0,44.0,18.0,5.0,1.0,19.0,22.0,105.0,,,0.582,0.521,0.384,0.534,24.4,79.1,52.4,54.5,5.2,2.1,17.4,100.0,108.3,126.8,,,6.0,14.0,1.0,3.0,8.0,1.0,15.0,19.0,1.0,3.0,11.0,14.0,5.0,3.0,1.0,6.0,4.0,27.0,24.8,10.0,1.0,1.0,0.727,1.9,62.7,42.4,30.6,26.9,4.9,3.3,50.0,47.5,155.0,133.0,MIA,105.0,0.0,2020.0,2019-12-30,True
240.0,240.0,40.0,84.0,0.476,17.0,39.0,0.436,20.0,25.0,0.8,10.0,35.0,45.0,29.0,5.0,7.0,12.0,15.0,117.0,,,0.616,0.577,0.464,0.298,23.3,81.4,52.3,72.5,5.2,14.3,11.2,100.0,120.9,100.3,,,8.0,16.0,1.0,4.0,12.0,1.0,6.0,6.0,1.0,3.0,8.0,10.0,8.0,2.0,4.0,4.0,5.0,24.0,20.4,16.0,1.33,1.5,1.0,2.0,21.2,26.7,21.2,61.5,6.3,13.2,21.2,43.7,262.0,110.0,TOR,117.0,1.0,0.0,240.0,240.0,37.0,87.0,0.425,10.0,38.0,0.263,13.0,16.0,0.813,8.0,33.0,41.0,21.0,5.0,4.0,15.0,19.0,97.0,,,0.516,0.483,0.437,0.184,18.6,76.7,47.7,56.8,5.2,8.9,13.8,100.0,100.3,120.9,,,8.0,17.0,0.833,4.0,8.0,0.5,5.0,5.0,1.0,4.0,9.0,11.0,4.0,1.0,2.0,3.0,4.0,22.0,14.3,0.0,0.854,0.833,0.75,1.25,14.0,39.3,20.3,28.2,8.5,18.1,28.6,29.8,143.0,131.0,CLE,97.0,0.0,2020.0,2019-12-31,True
240.0,240.0,33.0,87.0,0.379,9.0,31.0,0.29,26.0,31.0,0.839,9.0,37.0,46.0,18.0,5.0,4.0,13.0,23.0,101.0,,,0.502,0.431,0.356,0.356,18.0,77.1,46.9,54.5,4.9,6.3,11.4,100.0,98.8,119.3,,,8.0,20.0,1.0,2.0,8.0,1.0,9.0,10.0,1.0,3.0,7.0,10.0,5.0,1.0,2.0,2.0,5.0,27.0,18.1,4.0,1.064,1.5,1.0,2.0,12.1,41.5,24.4,39.0,3.7,7.8,50.0,36.8,211.0,127.0,WAS,101.0,1.0,0.0,240.0,240.0,45.0,95.0,0.474,12.0,32.0,0.375,20.0,27.0,0.741,11.0,41.0,52.0,25.0,11.0,6.0,9.0,21.0,122.0,,,0.571,0.537,0.337,0.284,22.9,82.0,53.1,55.6,10.8,10.7,7.8,100.0,119.3,98.8,,,8.0,20.0,1.0,3.0,6.0,0.5,9.0,10.0,1.0,4.0,10.0,12.0,9.0,2.0,1.0,4.0,4.0,25.0,24.3,20.0,0.902,1.0,0.6,4.0,48.8,37.9,23.9,53.5,22.9,6.8,18.8,40.4,197.0,110.0,ORL,122.0,0.0,2020.0,2020-01-01,False
240.0,240.0,40.0,92.0,0.435,13.0,31.0,0.419,10.0,12.0,0.833,14.0,31.0,45.0,22.0,1.0,8.0,9.0,22.0,103.0,,,0.529,0.505,0.337,0.13,28.6,79.5,51.1,55.0,1.1,12.5,8.5,100.0,113.9,120.6,,,13.0,25.0,0.6,4.0,7.0,1.0,4.0,4.0,1.0,4.0,8.0,12.0,5.0,1.0,3.0,2.0,5.0,30.0,21.2,11.0,0.745,0.7,0.778,0.333,12.8,30.1,20.0,27.9,2.0,9.8,25.0,32.9,158.0,127.0,SAS,103.0,1.0,0.0,240.0,240.0,43.0,89.0,0.483,9.0,25.0,0.36,14.0,20.0,0.7,8.0,35.0,43.0,19.0,7.0,6.0,4.0,14.0,109.0,,,0.557,0.534,0.281,0.225,20.5,71.4,48.9,44.2,7.7,9.8,3.9,100.0,120.6,113.9,,,10.0,18.0,0.667,3.0,10.0,0.6,4.0,6.0,1.0,4.0,8.0,9.0,5.0,2.0,2.0,1.0,4.0,25.0,22.6,15.0,0.658,0.75,1.0,0.75,20.4,24.3,18.1,23.9,4.4,8.7,8.6,27.1,154.0,126.0,OKC,109.0,0.0,2020.0,2020-01-02,False
240.0,240.0,38.0,90.0,0.422,11.0,33.0,0.333,16.0,25.0,0.64,14.0,27.0,41.0,19.0,5.0,4.0,13.0,28.0,103.0,,,0.51,0.483,0.367,0.278,31.8,71.1,50.0,50.0,5.3,6.3,11.4,100.0,108.3,128.3,,,12.0,26.0,1.0,5.0,10.0,0.714,7.0,9.0,1.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,5.0,35.0,23.4,4.0,1.0,1.0,0.778,0.8,31.0,39.1,30.0,28.2,3.1,8.7,50.0,57.9,194.0,136.0,WAS,103.0,1.0,0.0,240.0,240.0,45.0,88.0,0.511,6.0,25.0,0.24,26.0,33.0,0.788,11.0,30.0,41.0,16.0,6.0,7.0,7.0,21.0,122.0,,,0.595,0.545,0.284,0.375,28.9,68.2,50.0,35.6,6.3,12.3,6.4,100.0,128.3,108.3,,,10.0,20.0,0.778,2.0,6.0,1.0,13.0,14.0,1.0,8.0,13.0,21.0,6.0,2.0,5.0,2.0,5.0,35.0,27.2,29.0,0.81,0.833,1.0,2.0,30.5,100.0,67.5,25.7,3.3,12.7,20.0,50.6,148.0,120.0,POR,122.0,0.0,2020.0,2020-01-03,False
240.0,240.0,50.0,91.0,0.549,6.0,16.0,0.375,22.0,27.0,0.815,14.0,35.0,49.0,20.0,5.0,6.0,11.0,28.0,128.0,,,0.622,0.582,0.176,0.297,36.8,79.5,59.8,40.0,5.0,10.3,9.7,100.0,128.7,114.6,,,15.0,24.0,0.833,2.0,5.0,0.667,5.0,7.0,1.0,3.0,12.0,14.0,8.0,3.0,3.0,4.0,5.0,32.0,29.5,26.0,0.938,0.917,0.833,1.167,20.1,36.7,23.0,39.1,4.2,8.0,40.0,34.7,212.0,121.0,WAS,128.0,1.0,0.0,240.0,240.0,40.0,87.0,0.46,6.0,29.0,0.207,28.0,34.0,0.824,9.0,24.0,33.0,18.0,6.0,2.0,12.0,23.0,114.0,,,0.559,0.494,0.333,0.391,20.5,63.2,40.2,45.0,6.0,2.7,10.5,100.0,114.6,128.7,,,13.0,19.0,0.684,3.0,7.0,0.429,10.0,10.0,1.0,2.0,8.0,10.0,4.0,2.0,1.0,3.0,5.0,39.0,33.9,5.0,0.833,0.763,0.833,0.778,14.5,33.3,19.4,46.5,3.2,5.3,33.8,31.0,215.0,136.0,DEN,114.0,0.0,2020.0,2020-01-04,True
240.0,240.0,43.0,95.0,0.453,6.0,26.0,0.231,22.0,26.0,0.846,12.0,34.0,46.0,25.0,7.0,4.0,10.0,19.0,114.0,,,0.536,0.484,0.274,0.274,23.5,91.9,52.3,58.1,6.8,9.8,8.6,100.0,110.8,117.6,,,13.0,20.0,1.0,1.0,7.0,1.0,13.0,14.0,1.0,4.0,9.0,12.0,8.0,3.0,2.0,2.0,5.0,40.0,32.8,13.0,0.833,1.0,0.5,1.0,14.4,36.8,20.6,29.5,4.5,21.0,33.3,31.8,167.0,124.0,PHO,114.0,1.0,0.0,240.0,240.0,45.0,83.0,0.542,18.0,42.0,0.429,13.0,17.0,0.765,3.0,39.0,42.0,31.0,4.0,8.0,17.0,22.0,121.0,,,0.669,0.651,0.506,0.205,8.1,76.5,47.7,68.9,3.9,11.6,15.8,100.0,117.6,110.8,,,12.0,16.0,1.0,5.0,11.0,1.0,4.0,5.0,1.0,2.0,7.0,8.0,7.0,2.0,3.0,6.0,6.0,30.0,27.6,17.0,1.0,1.0,1.0,1.0,9.8,30.6,17.8,35.0,6.9,9.0,38.1,34.3,208.0,118.0,MEM,121.0,0.0,2020.0,2020-01-05,False
240.0,240.0,39.0,84.0,0.464,7.0,21.0,0.333,14.0,23.0,0.609,7.0,40.0,47.0,18.0,8.0,9.0,14.0,22.0,99.0,,,0.526,0.506,0.25,0.274,15.2,71.4,46.1,46.2,7.9,15.5,12.9,100.0,97.4,92.5,,,12.0,24.0,0.667,2.0,6.0,0.5,3.0,4.0,0.75,2.0,7.0,9.0,4.0,2.0,4.0,3.0,5.0,27.0,18.6,11.0,0.735,0.694,1.0,1.333,8.8,24.2,15.8,62.1,12.0,13.9,38.7,32.4,119.0,104.0,WAS,99.0,1.0,0.0,240.0,240.0,33.0,95.0,0.347,8.0,37.0,0.216,20.0,26.0,0.769,16.0,39.0,55.0,17.0,7.0,8.0,17.0,20.0,94.0,,,0.442,0.389,0.389,0.274,28.6,84.8,53.9,51.5,6.9,12.7,13.8,100.0,92.5,97.4,,,8.0,22.0,1.0,3.0,10.0,1.0,7.0,7.0,1.0,4.0,8.0,12.0,4.0,3.0,2.0,4.0,6.0,23.0,11.5,1.0,1.0,1.167,1.0,1.667,15.9,42.9,26.6,44.0,6.2,5.0,50.0,40.3,114.0,107.0,BOS,94.0,0.0,2020.0,2020-01-06,True
240.0,240.0,35.0,96.0,0.365,15.0,42.0,0.357,14.0,19.0,0.737,17.0,40.0,57.0,21.0,5.0,7.0,13.0,21.0,99.0,,,0.474,0.443,0.438,0.198,30.9,85.1,55.9,60.0,5.2,13.2,11.1,100.0,102.6,104.6,,,7.0,23.0,0.583,4.0,16.0,0.667,6.0,7.0,1.0,5.0,10.0,11.0,10.0,3.0,3.0,4.0,5.0,24.0,16.0,8.0,0.685,0.714,1.0,0.571,17.3,41.1,26.8,48.2,4.2,17.2,33.3,30.2,148.0,110.0,TOR,99.0,1.0,0.0,240.0,240.0,38.0,88.0,0.432,13.0,35.0,0.371,12.0,14.0,0.857,7.0,38.0,45.0,23.0,6.0,11.0,11.0,15.0,101.0,,,0.536,0.506,0.398,0.159,14.9,69.1,44.1,60.5,6.2,20.4,10.5,100.0,104.6,102.6,,,10.0,19.0,0.667,5.0,8.0,0.625,6.0,6.0,1.0,5.0,11.0,16.0,9.0,2.0,7.0,4.0,4.0,28.0,22.7,11.0,0.833,0.833,0.667,0.545,13.8,26.0,20.4,37.1,4.1,16.9,25.0,26.8,232.0,110.0,POR,101.0,0.0,2020.0,2020-01-07,False
240.0,240.0,49.0,90.0,0.544,16.0,43.0,0.372,14.0,23.0,0.609,12.0,38.0,50.0,29.0,6.0,6.0,7.0,15.0,128.0,,,0.639,0.633,0.478,0.256,30.8,73.1,54.9,59.2,6.4,8.3,6.5,100.0,136.7,111.1,,,8.0,14.0,1.0,4.0,10.0,0.667,6.0,10.0,1.0,4.0,13.0,16.0,6.0,1.0,1.0,4.0,4.0,20.0,21.6,35.0,0.857,1.0,1.0,2.0,37.2,46.2,32.5,37.4,2.6,10.1,22.0,32.4,172.0,121.0,UTA,128.0,1.0,0.0,240.0,240.0,42.0,97.0,0.433,9.0,25.0,0.36,11.0,11.0,1.0,14.0,27.0,41.0,18.0,3.0,1.0,9.0,17.0,104.0,,,0.511,0.479,0.258,0.113,26.9,69.2,45.1,42.9,3.2,2.1,8.1,100.0,111.1,136.7,,,6.0,17.0,0.75,3.0,5.0,1.0,4.0,4.0,1.0,7.0,6.0,13.0,6.0,1.0,1.0,3.0,5.0,16.0,15.3,10.0,0.917,0.917,0.833,0.5,22.4,25.6,23.8,59.5,2.7,4.6,28.6,26.2,157.0,143.0,NYK,104.0,0.0,2020.0,2020-01-08,True
240.0,240.0,43.0,88.0,0.489,11.0,27.0,0.407,12.0,17.0,0.706,13.0,35.0,48.0,24.0,6.0,5.0,13.0,11.0,109.0,,,0.571,0.551,0.307,0.193,30.2,81.4,55.8,55.8,6.3,9.6,12.0,100.0,115.0,103.4,,,9.0,17.0,1.0,3.0,5.0,0.667,10.0,10.0,1.0,5.0,7.0,9.0,7.0,2.0,3.0,3.0,2.0,29.0,24.4,19.0,1.0,1.0,0.833,0.625,17.8,35.3,17.7,32.8,6.2,21.9,25.0,29.6,147.0,111.0,PHI,109.0,1.0,0.0,240.0,240.0,38.0,88.0,0.432,14.0,36.0,0.389,8.0,8.0,1.0,8.0,30.0,38.0,17.0,8.0,1.0,15.0,16.0,98.0,,,0.535,0.511,0.409,0.091,18.6,69.8,44.2,44.7,8.4,1.6,14.1,100.0,103.4,115.0,,,10.0,20.0,0.667,5.0,11.0,0.714,6.0,6.0,1.0,4.0,10.0,11.0,4.0,3.0,1.0,4.0,4.0,26.0,19.2,11.0,0.831,0.821,1.0,0.462,33.7,59.1,36.1,21.1,5.0,2.2,25.0,31.2,172.0,125.0,BOS,98.0,0.0,2020.0,2020-01-09,True
240.0,240.0,42.0,112.0,0.375,10.0,29.0,0.345,17.0,28.0,0.607,19.0,38.0,57.0,26.0,11.0,1.0,9.0,22.0,111.0,,,0.446,0.42,0.259,0.25,28.8,80.9,50.4,61.9,10.1,1.7,6.8,100.0,102.1,92.9,,,10.0,26.0,0.833,4.0,8.0,1.0,5.0,7.0,1.0,5.0,8.0,10.0,9.0,2.0,1.0,3.0,5.0,29.0,19.8,21.0,0.854,0.917,0.75,1.0,13.4,33.8,14.1,44.4,4.9,4.5,19.6,31.8,144.0,101.0,WAS,111.0,1.0,0.0,240.0,240.0,41.0,89.0,0.461,7.0,29.0,0.241,12.0,24.0,0.5,9.0,47.0,56.0,19.0,5.0,9.0,18.0,26.0,101.0,,,0.507,0.5,0.326,0.27,19.1,71.2,49.6,46.3,4.6,10.8,15.3,100.0,92.9,102.1,,,7.0,20.0,0.667,3.0,7.0,0.6,5.0,8.0,1.0,4.0,12.0,15.0,7.0,2.0,4.0,6.0,6.0,19.0,14.4,4.0,0.699,0.682,1.0,0.667,16.5,31.2,24.1,35.4,5.1,8.3,34.0,38.4,121.0,112.0,ATL,101.0,0.0,2020.0,2020-01-10,True
240.0,240.0,37.0,95.0,0.389,10.0,36.0,0.278,17.0,21.0,0.81,8.0,40.0,48.0,17.0,6.0,4.0,13.0,20.0,101.0,,,0.484,0.442,0.379,0.221,13.8,80.0,44.4,45.9,5.5,6.2,11.1,100.0,93.1,112.5,,,10.0,20.0,1.0,3.0,9.0,0.429,4.0,5.0,1.0,4.0,10.0,11.0,5.0,2.0,1.0,3.0,4.0,26.0,17.0,-1.0,1.0,1.0,0.667,0.571,10.1,34.7,17.7,29.4,3.1,5.5,50.0,28.4,112.0,119.0,POR,101.0,1.0,0.0,240.0,240.0,47.0,103.0,0.456,14.0,38.0,0.368,14.0,20.0,0.7,10.0,50.0,60.0,21.0,6.0,5.0,10.0,16.0,122.0,,,0.546,0.524,0.369,0.194,20.0,86.2,55.6,44.7,5.5,8.5,8.2,100.0,112.5,93.1,,,13.0,23.0,0.647,4.0,5.0,1.0,4.0,7.0,1.0,3.0,16.0,17.0,6.0,3.0,2.0,4.0,4.0,32.0,25.0,22.0,0.8,0.765,1.0,1.0,18.3,47.3,26.5,40.3,5.6,15.5,33.3,40.2,163.0,101.0,MIL,122.0,0.0,2020.0,2020-01-11,False
240.0,240.0,47.0,93.0,0.505,7.0,22.0,0.318,15.0,17.0,0.882,9.0,28.0,37.0,28.0,5.0,4.0,10.0,18.0,116.0,,,0.577,0.543,0.237,0.183,22.0,70.0,45.7,59.6,5.1,6.7,9.1,100.0,118.1,129.3,,,11.0,25.0,1.0,4.0,7.0,1.0,4.0,5.0,1.0,2.0,6.0,7.0,7.0,2.0,1.0,3.0,4.0,25.0,21.1,-1.0,1.064,1.0,0.636,2.0,15.2,27.1,18.7,29.9,3.2,3.2,28.6,47.6,221.0,137.0,WAS,116.0,1.0,0.0,240.0,240.0,48.0,90.0,0.533,10.0,30.0,0.333,21.0,25.0,0.84,12.0,32.0,44.0,24.0,6.0,2.0,11.0,18.0,127.0,,,0.629,0.589,0.333,0.278,30.0,78.0,54.3,50.0,6.1,2.8,9.8,100.0,129.3,118.1,,,12.0,23.0,1.0,4.0,8.0,1.0,5.0,9.0,1.0,5.0,9.0,14.0,9.0,2.0,2.0,4.0,5.0,31.0,20.6,15.0,1.025,1.0,1.0,0.9,34.3,44.7,39.6,33.0,4.7,3.6,66.7,34.5,212.0,123.0,UTA,127.0,0.0,2020.0,2020-01-12,False
240.0,240.0,45.0,87.0,0.517,12.0,31.0,0.387,10.0,11.0,0.909,4.0,40.0,44.0,25.0,6.0,4.0,12.0,21.0,112.0,,,0.61,0.586,0.356,0.126,10.5,76.9,48.9,55.6,6.1,6.3,11.6,100.0,113.2,115.3,,,13.0,18.0,0.813,8.0,10.0,0.8,5.0,5.0,1.0,2.0,7.0,8.0,10.0,3.0,2.0,4.0,4.0,34.0,31.3,7.0,1.063,1.063,1.0,1.0,10.9,63.9,36.9,43.4,3.8,24.2,19.2,38.5,182.0,121.0,SAC,112.0,1.0,0.0,240.0,240.0,40.0,92.0,0.435,9.0,29.0,0.31,25.0,30.0,0.833,12.0,34.0,46.0,17.0,6.0,5.0,8.0,12.0,114.0,,,0.542,0.484,0.315,0.326,23.1,89.5,51.1,42.5,6.1,8.9,7.1,100.0,115.3,113.2,,,9.0,23.0,0.667,2.0,6.0,1.0,12.0,12.0,1.0,4.0,11.0,15.0,6.0,4.0,3.0,3.0,3.0,26.0,19.6,9.0,0.667,0.682,0.75,0.75,16.6,37.7,24.0,24.5,7.0,7.7,21.2,32.9,152.0,120.0,ORL,114.0,0.0,2020.0,2020-01-13,False
240.0,240.0,45.0,92.0,0.489,15.0,36.0,0.417,23.0,28.0,0.821,8.0,51.0,59.0,27.0,4.0,8.0,14.0,22.0,128.0,,,0.613,0.571,0.391,0.304,17.8,81.0,54.6,60.0,3.7,12.3,11.8,100.0,117.3,93.5,,,12.0,17.0,0.706,3.0,5.0,0.667,10.0,12.0,1.0,3.0,7.0,9.0,4.0,1.0,2.0,3.0,4.0,37.0,35.1,32.0,0.902,0.833,0.667,0.706,17.8,38.4,22.4,49.4,2.7,8.9,27.3,44.1,193.0,100.0,MIL,128.0,1.0,0.0,240.0,240.0,36.0,102.0,0.353,11.0,37.0,0.297,19.0,26.0,0.731,12.0,37.0,49.0,26.0,7.0,3.0,11.0,21.0,102.0,,,0.45,0.407,0.363,0.255,19.0,82.2,45.4,72.2,6.4,5.4,8.8,100.0,93.5,117.3,,,10.0,20.0,0.6,5.0,7.0,0.714,5.0,6.0,1.0,4.0,11.0,15.0,6.0,2.0,1.0,4.0,5.0,25.0,18.0,3.0,0.635,0.607,0.571,0.8,11.4,43.8,24.9,39.7,4.8,4.7,16.1,35.8,124.0,124.0,NYK,102.0,0.0,2020.0,2020-01-14,True
240.0,240.0,50.0,96.0,0.521,12.0,33.0,0.364,11.0,20.0,0.55,11.0,31.0,42.0,28.0,5.0,0.0,8.0,22.0,123.0,,,0.587,0.583,0.344,0.208,24.4,70.5,47.2,56.0,5.0,0.0,7.1,100.0,124.0,128.1,,,11.0,23.0,0.667,3.0,11.0,0.6,3.0,9.0,1.0,4.0,8.0,12.0,12.0,2.0,0.0,3.0,5.0,27.0,24.8,6.0,0.9,0.9,1.0,0.529,11.8,25.1,17.9,42.7,2.7,0.0,16.8,31.0,176.0,135.0,SAC,123.0,1.0,0.0,240.0,240.0,47.0,92.0,0.511,13.0,40.0,0.325,20.0,24.0,0.833,13.0,34.0,47.0,24.0,4.0,2.0,11.0,18.0,127.0,,,0.619,0.582,0.435,0.261,29.5,75.6,52.8,51.1,4.0,3.2,9.7,100.0,128.1,124.0,,,8.0,18.0,0.8,5.0,9.0,0.625,9.0,10.0,1.0,6.0,15.0,15.0,17.0,1.0,1.0,6.0,4.0,25.0,24.4,13.0,0.823,0.864,0.727,0.75,19.0,46.9,23.7,66.9,4.7,5.5,21.1,35.2,180.0,129.0,DAL,127.0,0.0,2020.0,2020-01-15,False
240.0,240.0,37.0,90.0,0.411,8.0,26.0,0.308,16.0,24.0,0.667,10.0,30.0,40.0,21.0,12.0,3.0,18.0,21.0,98.0,,,0.487,0.456,0.289,0.267,20.4,68.2,43.0,56.8,11.5,4.8,15.2,100.0,93.8,115.8,,,11.0,23.0,1.0,2.0,5.0,0.5,7.0,10.0,1.0,4.0,9.0,10.0,7.0,3.0,2.0,3.0,5.0,26.0,17.8,-3.0,1.025,1.0,0.75,0.909,13.0,56.6,29.7,47.8,5.5,5.1,45.0,35.0,136.0,126.0,NYK,98.0,1.0,0.0,240.0,240.0,47.0,92.0,0.511,12.0,30.0,0.4,15.0,18.0,0.833,14.0,39.0,53.0,31.0,11.0,4.0,19.0,22.0,121.0,,,0.605,0.576,0.326,0.196,31.8,79.6,57.0,66.0,10.5,6.3,16.0,100.0,115.8,93.8,,,11.0,18.0,0.733,3.0,8.0,1.0,9.0,11.0,1.0,6.0,15.0,21.0,13.0,4.0,2.0,4.0,5.0,29.0,28.6,31.0,0.776,0.733,0.667,0.647,18.8,42.2,31.1,52.7,9.0,4.3,42.4,37.4,226.0,104.0,PHO,121.0,0.0,2020.0,2020-01-16,False
240.0,240.0,52.0,91.0,0.571,22.0,43.0,0.512,14.0,16.0,0.875,7.0,34.0,41.0,35.0,16.0,2.0,19.0,24.0,140.0,,,0.714,0.692,0.473,0.176,18.9,72.3,48.8,67.3,14.5,3.7,16.2,100.0,127.2,100.8,,,10.0,17.0,1.0,6.0,9.0,1.0,5.0,6.0,1.0,3.0,6.0,8.0,8.0,4.0,1.0,4.0,4.0,28.0,24.9,26.0,1.5,1.5,1.0,1.0,15.2,41.4,23.2,41.1,7.1,3.1,50.0,33.0,242.0,114.0,TOR,140.0,1.0,0.0,240.0,240.0,40.0,89.0,0.449,15.0,35.0,0.429,16.0,23.0,0.696,13.0,30.0,43.0,19.0,9.0,3.0,28.0,16.0,111.0,,,0.56,0.534,0.393,0.258,27.7,81.1,51.2,47.5,8.2,6.3,22.0,100.0,100.8,127.2,,,9.0,13.0,0.692,3.0,11.0,1.0,3.0,5.0,1.0,5.0,5.0,9.0,8.0,3.0,1.0,4.0,4.0,22.0,21.0,-3.0,0.824,0.778,0.846,0.833,17.8,33.4,20.6,37.5,5.0,4.7,46.6,37.5,146.0,135.0,WAS,111.0,0.0,2020.0,2020-01-17,True
240.0,240.0,43.0,85.0,0.506,14.0,42.0,0.333,23.0,24.0,0.958,10.0,37.0,47.0,24.0,7.0,4.0,10.0,14.0,123.0,,,0.644,0.588,0.494,0.282,25.0,84.1,56.0,55.8,7.5,6.7,9.5,100.0,131.8,108.2,,,10.0,18.0,0.818,6.0,11.0,0.667,10.0,11.0,1.0,3.0,12.0,15.0,12.0,2.0,3.0,3.0,4.0,30.0,30.7,32.0,0.895,0.867,1.0,1.0,36.4,38.9,25.5,45.2,6.8,7.1,30.0,56.2,234.0,117.0,UTA,123.0,1.0,0.0,240.0,240.0,42.0,86.0,0.488,10.0,26.0,0.385,7.0,12.0,0.583,7.0,30.0,37.0,20.0,3.0,3.0,10.0,23.0,101.0,,,0.553,0.547,0.302,0.14,15.9,75.0,44.0,47.6,3.2,7.0,9.9,100.0,108.2,131.8,,,10.0,19.0,0.75,2.0,7.0,1.0,2.0,3.0,1.0,3.0,4.0,7.0,8.0,1.0,2.0,2.0,6.0,21.0,16.4,8.0,1.025,1.0,0.667,0.5,26.8,29.5,28.1,100.0,1.7,9.1,25.0,43.1,224.0,140.0,SAC,101.0,0.0,2020.0,2020-01-18,True
240.0,240.0,36.0,85.0,0.424,12.0,33.0,0.364,23.0,24.0,0.958,9.0,34.0,43.0,27.0,5.0,4.0,11.0,18.0,107.0,,,0.56,0.494,0.388,0.282,19.6,77.3,47.8,75.0,5.3,7.7,10.3,100.0,114.2,108.8,,,8.0,16.0,0.667,4.0,10.0,1.0,6.0,6.0,1.0,3.0,8.0,9.0,9.0,2.0,2.0,2.0,4.0,21.0,18.4,21.0,0.75,0.75,1.0,1.0,8.7,36.9,18.0,42.4,4.0,15.2,25.0,24.7,152.0,119.0,SAS,107.0,1.0,0.0,240.0,240.0,37.0,86.0,0.43,10.0,34.0,0.294,18.0,20.0,0.9,10.0,37.0,47.0,23.0,8.0,3.0,10.0,19.0,102.0,,,0.538,0.488,0.395,0.233,22.7,80.4,52.2,62.2,8.5,5.8,9.5,100.0,108.8,114.2,,,8.0,14.0,0.615,4.0,10.0,0.5,6.0,6.0,1.0,4.0,12.0,16.0,6.0,2.0,1.0,3.0,4.0,21.0,25.7,16.0,0.691,0.643,1.0,0.429,14.0,34.6,23.6,30.2,6.9,6.2,16.5,35.6,140.0,121.0,MIA,102.0,0.0,2020.0,2020-01-19,True
240.0,240.0,42.0,82.0,0.512,9.0,24.0,0.375,13.0,16.0,0.813,6.0,38.0,44.0,22.0,9.0,6.0,20.0,23.0,106.0,,,0.595,0.567,0.293,0.195,16.7,77.6,51.8,52.4,8.9,10.5,18.3,100.0,104.4,98.5,,,10.0,21.0,1.0,2.0,7.0,1.0,7.0,8.0,1.0,2.0,8.0,8.0,6.0,4.0,3.0,5.0,6.0,29.0,21.5,14.0,1.25,1.25,1.0,0.4,13.8,57.9,33.4,33.0,9.8,11.0,50.0,39.4,167.0,109.0,WAS,106.0,1.0,0.0,240.0,240.0,38.0,89.0,0.427,10.0,32.0,0.313,14.0,20.0,0.7,11.0,30.0,41.0,19.0,10.0,5.0,17.0,18.0,100.0,,,0.511,0.483,0.36,0.225,22.4,83.3,48.2,50.0,9.9,8.6,14.8,100.0,98.5,104.4,,,8.0,21.0,1.0,4.0,9.0,1.0,4.0,7.0,1.0,6.0,10.0,16.0,4.0,4.0,2.0,9.0,3.0,21.0,16.4,3.0,1.167,1.167,0.778,0.636,16.7,37.8,25.6,34.9,5.4,7.6,40.0,31.3,161.0,113.0,DET,100.0,0.0,2020.0,2020-01-20,True
